year_month,land_avg_temp,land_max_temp,land_min_temp,land_ocean_avg_temp,north_min_temp_anomoly,north_max_temp_anomoly,north_mean_temp_anomoly,global_avg_co2,seaice_extent
1969-06,13.475,19.208,7.568,16.83,-0.189,-0.156,-0.166,326.71,
1969-07,14.218,20.024,8.666,16.924,0.116,0.059,0.031,325.88,
1969-08,13.804,19.628,8.124,16.945,-0.023,0.045,-0.028,323.66,
1969-09,12.048,17.67,6.421,16.337,0.01,-0.201,-0.117,322.38,
1969-10,9.489,14.888,4.05,15.445,0.191,-0.33,-0.073,321.78,
1969-11,6.42,11.974,0.923,14.524,0.474,0.544,0.482,322.86,
1969-12,4.21,9.587,-1.139,13.993,0.502,0.66,0.52,324.12,
1970-01,2.836,8.288,-2.584,13.711,0.056,0.027,0.01,325.06,
1970-02,3.735,9.543,-2.02,14.022,0.436,0.718,0.567,325.98,
1970-03,5.272,11.066,-0.545,14.503,-0.113,-0.331,-0.274,326.93,
1970-04,8.603,14.383,2.739,15.44,0.11,0.056,0.055,328.13,
1970-05,11.206,17.165,5.402,16.104,-0.147,-0.007,-0.105,328.08,
1970-06,13.513,19.368,7.599,16.672,-0.036,0.14,-0.02,327.67,
1970-07,14.395,20.254,8.723,16.912,0.164,0.18,0.115,326.34,
1970-08,13.658,19.43,8.097,16.748,0.014,-0.067,-0.022,324.69,
1970-09,12.277,17.879,6.62,16.335,0.077,-0.054,-0.032,323.1,
1970-10,9.348,14.96,3.787,15.42,-0.286,-0.296,-0.304,323.06,
1970-11,6.047,11.562,0.524,14.418,-0.055,0.141,0.043,324.01,
1970-12,3.521,8.941,-1.829,13.707,-0.49,-0.433,-0.507,325.13,
1971-01,2.967,8.531,-2.531,13.615,0.034,0.384,0.205,326.17,
1971-02,2.867,8.579,-2.723,13.627,-0.467,-0.437,-0.488,326.68,
1971-03,5.001,10.967,-0.896,14.254,-0.476,-0.22,-0.371,327.17,
1971-04,8.339,14.267,2.516,15.227,-0.262,-0.142,-0.249,327.79,
1971-05,11.211,17.186,5.384,15.963,-0.067,0.007,-0.071,328.93,
1971-06,13.099,18.992,7.436,16.539,-0.011,-0.039,-0.11,328.57,
1971-07,14.139,19.984,8.511,16.846,-0.141,-0.091,-0.147,327.36,
1971-08,13.879,19.593,8.086,16.752,-0.16,-0.02,-0.108,325.43,
1971-09,12.139,17.918,6.463,16.22,0.055,0.074,0.035,323.36,
1971-10,9.388,15.146,3.809,15.298,0.027,0.178,0.05,323.56,
1971-11,6.295,11.842,0.931,14.399,0.549,0.578,0.513,324.8,
1971-12,3.867,9.228,-1.439,13.66,0.156,0.015,0.069,326.01,
1972-01,1.882,7.392,-3.549,13.298,-1.213,-1.08,-1.178,326.77,
1972-02,2.609,8.219,-3.115,13.644,-0.911,-1.065,-0.991,327.63,
1972-03,5.287,11.169,-0.672,14.446,0.014,0.123,0.03,327.75,
1972-04,8.337,14.148,2.498,15.291,0.009,-0.048,-0.057,329.72,
1972-05,11.155,16.968,5.361,16.095,-0.189,-0.277,-0.284,330.07,
1972-06,13.501,19.231,7.627,16.729,-0.131,-0.193,-0.135,329.09,
1972-07,14.231,20.037,8.568,16.956,-0.179,-0.099,-0.125,328.04,
1972-08,14.171,19.88,8.386,16.978,-0.126,0.049,-0.034,326.32,
1972-09,11.901,17.529,6.166,16.27,-0.436,-0.57,-0.511,324.84,
1972-10,9.346,15.057,3.84,15.438,0.053,-0.215,-0.093,325.2,
1972-11,5.797,11.167,0.52,14.419,-0.3,-0.698,-0.488,326.5,
1972-12,3.778,9.182,-1.492,13.951,-0.136,-0.323,-0.283,327.55,
1973-01,3.038,8.492,-2.308,13.774,0.264,0.2,0.204,328.55,
1973-02,3.898,9.496,-1.654,14.14,1.053,0.814,0.926,329.56,
1973-03,5.82,11.605,0.109,14.663,0.825,0.624,0.737,330.3,
1973-04,8.938,14.51,3.107,15.528,0.497,0.261,0.428,331.5,
1973-05,11.769,17.417,5.926,16.288,0.346,0.206,0.299,332.48,
1973-06,13.824,19.497,8.155,16.795,0.38,0.309,0.315,332.07,
1973-07,14.435,20.112,8.989,17.002,0.149,0.127,0.156,330.87,
1973-08,13.869,19.707,8.427,16.889,0.169,0.22,0.215,329.31,
1973-09,12.125,17.815,6.504,16.267,0.023,0.023,-0.001,327.51,
1973-10,9.609,15.182,3.913,15.419,0.006,0.137,0.092,327.18,
1973-11,6.222,11.667,0.788,14.381,0.002,0.041,0.062,328.16,
1973-12,3.832,9.292,-1.514,13.711,0.203,0.477,0.346,328.64,
1974-01,2.261,7.464,-2.894,13.3,-0.427,-0.831,-0.607,329.35,
1974-02,2.582,8.118,-2.926,13.49,-0.618,-0.78,-0.701,330.71,
1974-03,5.19,10.966,-0.495,14.267,0.216,-0.008,0.113,331.48,
1974-04,8.386,14.179,2.59,15.182,0.026,0.17,0.091,332.65,
1974-05,11.198,16.932,5.47,15.957,-0.04,-0.141,-0.138,333.19,
1974-06,13.382,19.235,7.591,16.616,-0.102,-0.036,-0.098,332.16,
1974-07,14.288,19.925,8.654,16.846,0.029,-0.049,-0.024,331.07,
1974-08,14.016,19.652,8.391,16.912,-0.029,-0.117,-0.078,329.12,
1974-09,11.744,17.43,6.14,16.197,-0.139,-0.135,-0.17,327.32,
1974-10,9.098,14.884,3.423,15.274,-0.586,-0.233,-0.4,327.28,
1974-11,5.915,11.459,0.389,14.32,-0.343,-0.141,-0.274,328.3,
1974-12,3.55,8.739,-1.522,13.656,-0.068,-0.665,-0.381,329.58,
1975-01,3.059,8.484,-2.257,13.621,0.692,0.432,0.553,330.73,
1975-02,3.395,9.026,-2.096,13.857,0.411,0.176,0.262,331.46,
1975-03,5.706,11.384,-0.15,14.538,0.626,0.47,0.517,331.9,
1975-04,8.584,14.399,2.882,15.297,0.482,0.336,0.355,333.17,
1975-05,11.742,17.484,5.842,16.136,0.197,0.243,0.177,333.94,
1975-06,13.557,19.275,7.796,16.682,0.212,0.143,0.143,333.45,
1975-07,14.351,20.051,8.637,16.877,0.028,0.122,0.085,331.97,
1975-08,13.514,19.248,7.892,16.665,-0.008,-0.034,-0.039,329.95,
1975-09,12.152,17.804,6.54,16.216,0.243,0.163,0.162,328.5,
1975-10,9.318,14.908,3.671,15.292,-0.006,0.039,-0.006,328.35,
1975-11,5.893,11.462,0.332,14.126,-0.397,-0.144,-0.286,329.37,
1975-12,3.667,9.079,-1.636,13.557,-0.114,-0.015,-0.07,330.64,
1976-01,2.884,8.398,-2.452,13.442,0.436,0.557,0.468,331.59,
1976-02,3.031,8.509,-2.443,13.619,0.022,-0.312,-0.192,332.75,
1976-03,4.517,10.305,-1.204,14.124,-0.671,-0.91,-0.818,333.52,
1976-04,8.294,14.177,2.489,15.135,0.306,0.162,0.202,334.64,
1976-05,10.942,16.728,5.176,15.778,-0.05,-0.257,-0.2,334.77,
1976-06,13.086,18.954,7.345,16.448,-0.189,-0.268,-0.259,334,
1976-07,14.155,19.852,8.349,16.864,-0.303,-0.335,-0.322,333.06,
1976-08,13.511,19.163,7.646,16.671,-0.3,-0.14,-0.232,330.68,
1976-09,11.895,17.74,6.197,16.185,-0.037,0.104,0.018,328.95,
1976-10,8.511,14.028,3.113,15.167,-0.82,-1.169,-0.99,328.75,
1976-11,5.66,11.156,0.302,14.299,-0.44,-0.638,-0.572,330.15,
1976-12,3.681,9.086,-1.708,13.841,-0.485,-0.366,-0.427,331.62,
1977-01,2.492,7.764,-2.648,13.647,-0.309,-0.921,-0.601,332.66,
1977-02,3.471,9.135,-2.152,14.001,0.234,0.366,0.336,333.13,
1977-03,5.702,11.581,-0.035,14.639,0.811,0.757,0.805,334.95,
1977-04,8.85,14.751,3.058,15.47,0.639,0.742,0.688,336.13,
1977-05,11.78,17.594,6.009,16.286,0.614,0.53,0.504,336.93,
1977-06,13.876,19.628,8.058,16.846,0.509,0.456,0.48,336.17,
1977-07,14.631,20.327,8.971,17.047,0.178,0.029,0.102,334.88,
1977-08,14.09,19.673,8.464,16.979,0.124,-0.178,-0.05,332.56,
1977-09,11.862,17.535,6.35,16.312,0.246,0.028,0.148,331.29,
1977-10,9.156,14.875,3.586,15.387,-0.136,-0.35,-0.232,331.27,
1977-11,6.544,11.962,1.259,14.544,0.883,0.594,0.722,332.41,
1977-12,3.749,9.001,-1.385,13.741,0.143,-0.187,-0.022,333.6,
1978-01,2.705,8.006,-2.52,13.587,0.367,-0.007,0.226,334.95,
1978-02,3.456,9.006,-2.149,13.904,0.275,0.094,0.212,335.25,
1978-03,5.607,11.344,-0.074,14.555,0.559,0.25,0.418,336.66,
1978-04,8.791,14.628,3.084,15.372,0.402,0.216,0.302,337.69,
1978-05,11.414,17.131,5.723,16.101,0.045,-0.142,-0.041,338.03,
1978-06,13.22,18.891,7.715,16.601,-0.072,-0.323,-0.227,338.01,
1978-07,14.364,19.911,8.894,16.935,-0.156,-0.323,-0.237,336.4,
1978-08,13.297,18.974,7.681,16.623,-0.257,-0.321,-0.283,334.42,
1978-09,12.03,17.64,6.431,16.281,0.116,-0.121,0.009,332.37,
1978-10,9.339,14.964,3.803,15.337,0.061,-0.023,0.02,332.41,10.40266667
1978-11,6.35,11.685,1.08,14.522,0.632,0.178,0.375,333.75,11.64513333
1978-12,3.74,9.195,-1.617,13.793,-0.084,0.2,0.046,334.9,13.6670625
1979-01,2.679,8.071,-2.625,13.63,-0.017,-0.289,-0.165,336.14,15.414
1979-02,2.841,8.525,-2.759,13.768,-0.47,-0.549,-0.492,336.68,16.17528571
1979-03,5.474,11.331,-0.129,14.565,0.506,0.084,0.275,338.27,16.3419375
1979-04,8.455,14.273,2.623,15.391,-0.292,-0.427,-0.367,338.95,15.4468
1979-05,11.199,17.139,5.712,16.076,0.147,0.107,0.098,339.21,13.85686667
1979-06,13.487,19.366,7.818,16.772,0.156,0.071,0.079,339.26,12.53
1979-07,14.114,19.945,8.491,16.992,0.125,0.058,0.08,337.54,10.31125
1979-08,13.833,19.623,8.266,16.978,0.041,-0.047,-0.039,335.75,8.041066667
1979-09,12.247,18.059,6.714,16.45,0.172,0.253,0.195,333.98,7.051133333
1979-10,9.586,15.354,4.054,15.557,0.328,0.367,0.326,334.19,8.7479375
1979-11,6.286,11.807,0.905,14.609,0.246,0.203,0.193,335.31,10.94306667
1979-12,4.6,10,-0.669,14.182,1.084,1.03,1.021,336.81,13.33626667
1980-01,2.956,8.468,-2.457,13.812,0.226,0.178,0.199,337.9,14.861875
1980-02,3.652,9.26,-1.864,14.112,0.759,0.34,0.55,338.34,15.95514286
1980-03,5.367,11.24,-0.379,14.646,-0.102,-0.298,-0.231,340.01,16.0413125
1980-04,8.935,14.821,3.109,15.578,0.259,0.382,0.315,340.93,15.42906667
1980-05,11.77,17.713,6.131,16.314,0.469,0.331,0.385,341.48,13.7926
1980-06,13.582,19.375,7.901,16.806,0.306,0.234,0.242,341.32,12.2046
1980-07,14.742,20.466,9.102,17.171,0.216,0.165,0.193,339.4,10.1000625
1980-08,14.189,19.814,8.563,17.049,0.162,0.117,0.144,337.7,7.984266667
1980-09,12.321,18.121,6.642,16.427,0.126,0.093,0.086,336.19,7.667066667
1980-10,9.55,15.17,4.051,15.45,0.391,0.156,0.281,336.15,9.18275
1980-11,6.684,12.196,1.334,14.645,0.721,0.621,0.647,337.27,11.38286667
1980-12,4.016,9.431,-1.277,13.892,0.175,0.19,0.202,338.32,13.59293333
1981-01,3.785,9.267,-1.298,13.963,1.802,1.515,1.63,339.29,14.9096875
1981-02,4.021,9.689,-1.41,14.073,1.246,1.071,1.141,340.55,15.60407143
1981-03,6.239,12.05,0.554,14.769,1.413,1.19,1.3,341.61,15.63153333
1981-04,8.953,14.817,3.131,15.432,0.772,0.604,0.682,342.53,15.00993333
1981-05,11.565,17.471,5.901,16.198,0.237,0.204,0.194,343.03,13.801625
1981-06,13.765,19.611,8.065,16.932,0.534,0.397,0.425,342.54,12.42973333
1981-07,14.738,20.398,9.208,17.217,0.407,0.11,0.207,340.78,10.271
1981-08,14.502,20.293,8.977,17.123,0.414,0.446,0.404,338.44,7.8443125
1981-09,12.236,17.95,6.646,16.466,0.23,0.118,0.149,336.95,7.138466667
1981-10,9.394,14.979,3.765,15.453,0.316,0.158,0.212,337.08,8.856266667
1981-11,6.273,11.669,0.97,14.47,0.511,0.3,0.396,338.58,10.929
1981-12,4.519,10.068,-0.878,14.098,0.9,1.195,1.057,339.88,13.341125
1982-01,2.558,8.09,-2.777,13.587,-0.287,-0.287,-0.279,340.96,15.17673333
1982-02,3.281,8.843,-2.075,13.852,0.452,-0.159,0.136,341.73,15.9735
1982-03,4.873,10.667,-0.722,14.337,-0.011,-0.49,-0.29,342.81,16.043875
1982-04,8.465,14.388,2.89,15.33,0.425,0.196,0.271,343.97,15.466
1982-05,11.348,17.149,5.727,16.144,0.213,-0.114,0.036,344.63,13.9732
1982-06,13.245,19.083,7.556,16.625,-0.026,-0.128,-0.11,343.79,12.47606667
1982-07,14.545,20.311,9.019,17,0.201,0.176,0.177,342.32,10.3670625
1982-08,13.796,19.534,8.465,16.867,0.066,-0.179,-0.08,340.09,8.139533333
1982-09,12.039,17.75,6.675,16.354,0.257,0.115,0.173,338.28,7.301733333
1982-10,9.232,14.845,3.917,15.493,0.132,-0.263,-0.098,338.29,9.4210625
1982-11,5.961,11.314,0.909,14.446,-0.093,-0.866,-0.502,339.6,11.62746667
1982-12,4.327,9.637,-0.705,14.068,0.839,0.323,0.559,340.9,13.6418
1983-01,3.445,8.747,-1.65,13.979,1.278,0.494,0.858,341.68,14.9424375
1983-02,3.814,9.427,-1.592,14.169,0.943,0.311,0.61,342.9,16.00614286
1983-03,5.699,11.503,0.097,14.683,0.723,0.217,0.458,343.33,16.08526667
1983-04,8.693,14.45,3.053,15.468,0.19,-0.131,0.022,345.25,15.17206667
1983-05,11.729,17.477,6.144,16.34,0.162,-0.051,0.015,346.03,13.4913125
1983-06,13.478,19.217,7.819,16.786,0.2,0.06,0.11,345.63,12.29566667
1983-07,14.408,20.139,8.829,17.068,0.425,0.388,0.408,344.19,10.57026667
1983-08,14.302,20.105,8.729,17.145,0.584,0.531,0.547,342.27,8.185875
1983-09,12.698,18.412,7.08,16.573,0.624,0.394,0.482,340.35,7.3946
1983-10,9.478,15.097,4.011,15.498,0.413,0.073,0.221,340.38,9.334066667
1983-11,6.765,12.334,1.421,14.648,1.246,1.188,1.198,341.59,11.461
1983-12,3.829,9.25,-1.312,13.886,0.257,0.159,0.175,343.05,13.2984375
1984-01,2.941,8.338,-2.235,13.701,0.609,0.177,0.38,344.1,14.47326667
1984-02,3.093,8.786,-2.452,13.878,-0.011,-0.321,-0.196,344.79,15.29893333
1984-03,5.671,11.541,-0.078,14.608,0.51,0.35,0.38,345.52,15.5842
1984-04,8.432,14.335,2.608,15.37,-0.015,0.099,0.003,346.98,15.01446667
1984-05,11.976,17.86,6.211,16.295,0.565,0.554,0.497,347.63,13.5766875
1984-06,13.387,19.05,7.662,16.668,0.307,0.028,0.111,346.98,12.15166667
1984-07,14.429,20.109,8.958,16.961,0.141,0.064,0.058,345.53,9.977533333
1984-08,13.984,19.83,8.33,16.972,0.135,0.268,0.151,343.55,7.7710625
1984-09,12.015,17.718,6.5,16.385,-0.028,-0.228,-0.169,341.4,6.8052
1984-10,9.378,14.891,4.015,15.368,0.254,-0.167,-0.024,341.67,8.5606
1984-11,5.811,11.243,0.602,14.32,-0.251,-0.478,-0.407,343.07,10.84153333
1984-12,3.185,8.411,-1.88,13.604,-0.787,-1.256,-1.065,344.7,12.9894375
1985-01,3.01,8.385,-2.22,13.678,0.508,0.076,0.256,345.21,14.72486667
1985-02,2.704,8.322,-2.853,13.731,-0.615,-0.76,-0.716,346.16,15.46571429
1985-03,5.451,11.194,-0.133,14.526,0.284,-0.135,0.039,347.74,15.8859375
1985-04,8.633,14.421,2.905,15.356,0.268,0.101,0.181,348.34,15.35653333
1985-05,11.426,17.203,5.756,16.136,0.356,0.23,0.239,349.06,14.0734
1985-06,13.569,19.396,7.908,16.713,0.209,0.065,0.095,348.38,12.21906667
1985-07,13.973,19.711,8.362,16.906,-0.144,-0.252,-0.223,346.71,9.7445625
1985-08,14.059,19.757,8.515,17.013,0.209,0.13,0.127,345.02,7.401866667
1985-09,11.98,17.634,6.482,16.357,0.088,-0.131,-0.093,343.27,6.697666667
1985-10,9.338,14.808,4.051,15.476,0.345,-0.209,0.022,343.13,8.5459375
1985-11,5.968,11.331,0.703,14.388,0.074,-0.226,-0.093,344.49,11.02453333
1985-12,3.785,9.044,-1.368,13.808,0.354,0.011,0.16,345.88,13.04993333
1986-01,3.315,8.818,-2.011,13.724,0.959,0.902,0.912,346.56,14.889625
1986-02,3.991,9.699,-1.637,14.084,0.76,0.635,0.676,347.28,15.78485714
1986-03,5.755,11.629,0.015,14.608,0.643,0.4,0.521,348.07,15.90946667
1986-04,8.871,14.772,3.105,15.452,0.458,0.376,0.379,349.8,15.0588
1986-05,11.581,17.393,5.889,16.163,0.357,0.265,0.235,350.44,13.3795625
1986-06,13.439,19.211,7.72,16.696,0.278,0.174,0.179,349.93,11.97593333
1986-07,14.293,19.987,8.739,16.991,0.106,-0.087,-0.04,348.16,10.14646667
1986-08,13.972,19.874,8.433,16.938,0.099,0.215,0.088,346.07,7.9795625
1986-09,11.817,17.713,6.395,16.285,0.058,-0.139,-0.099,345.22,7.410666667
1986-10,9.299,14.803,3.881,15.455,0.233,-0.097,0.032,344.52,9.483933333
1986-11,5.919,11.232,0.702,14.407,0.164,-0.438,-0.179,345.92,11.45326667
1986-12,3.751,9.071,-1.399,13.805,0.164,-0.128,-0.019,347.22,13.2224375
1987-01,3.139,8.701,-2.344,13.758,0.261,0.537,0.379,348.46,14.9698
1987-02,4.134,9.792,-1.366,14.161,1.421,1.16,1.264,348.73,16.05014286
1987-03,5.245,11.203,-0.467,14.538,0.06,-0.174,-0.073,349.73,15.8159375
1987-04,8.595,14.69,2.835,15.447,-0.031,0.125,0.019,351.31,15.21086667
1987-05,11.525,17.315,5.798,16.252,0.433,0.309,0.332,352.06,13.74293333
1987-06,13.927,19.661,8.105,16.9,0.26,0.132,0.139,351.52,12.48566667
1987-07,14.89,20.667,9.326,17.296,0.463,0.453,0.416,350.11,10.3325625
1987-08,13.896,19.632,8.32,17.061,0.411,0.357,0.318,348.03,7.499904762
1987-09,12.447,18.226,6.878,16.569,0.595,0.552,0.525,346.52,7.2787
1987-10,9.59,15.136,4.094,15.621,0.307,-0.104,0.056,346.59,9.048774194
1987-11,6.056,11.518,0.71,14.561,-0.164,-0.271,-0.225,347.96,11.22403333
1987-12,4.489,9.857,-0.712,14.13,0.94,0.876,0.876,349.16,12.5405
1988-01,3.454,8.864,-1.798,13.978,1.028,0.637,0.791,350.39,15.09047368
1988-02,3.422,9.094,-2.031,14.064,0.565,0.159,0.315,351.64,15.58337931
1988-03,5.931,11.817,0.366,14.778,0.835,0.529,0.641,352.4,15.95722581
1988-04,8.992,14.978,3.289,15.593,0.694,0.809,0.698,353.69,15.12333333
1988-05,11.852,17.676,6.143,16.348,0.655,0.653,0.577,354.21,13.56087097
1988-06,14.099,19.974,8.356,16.976,0.729,0.705,0.659,353.75,11.94343333
1988-07,14.798,20.466,9.186,17.179,0.809,0.573,0.634,352.69,9.808677419
1988-08,14.553,20.124,8.905,17.173,0.625,0.271,0.373,350.4,7.891580645
1988-09,12.681,18.424,7.08,16.553,0.67,0.418,0.507,348.92,7.369
1988-10,9.979,15.719,4.363,15.639,0.458,0.492,0.425,349.13,9.135032258
1988-11,6.295,11.837,0.841,14.465,0.314,0.435,0.339,350.2,11.33083333
1988-12,4.363,9.707,-0.852,13.923,1.065,1.028,0.976,351.41,13.62554839
1989-01,2.71,8.095,-2.598,13.566,0.305,0.079,0.164,352.91,14.95480645
1989-02,3.627,9.3,-1.924,13.978,0.774,0.516,0.632,353.28,15.49553571
1989-03,5.792,11.628,0.131,14.607,0.926,0.758,0.768,353.97,15.42329032
1989-04,8.689,14.541,2.737,15.422,0.176,0.542,0.342,355.64,14.3284
1989-05,11.28,17.105,5.494,16.121,0.351,0.387,0.325,355.86,13.04412903
1989-06,13.447,19.25,7.871,16.725,0.415,0.262,0.24,355.37,12.24453333
1989-07,14.612,20.361,8.989,17.15,0.456,0.435,0.381,353.99,10.12970968
1989-08,14.135,19.987,8.595,17.051,0.336,0.326,0.245,351.81,7.881774194
1989-09,12.403,18.198,6.675,16.5,0.324,0.298,0.243,350.05,7.008333333
1989-10,9.76,15.473,4.1,15.597,0.451,0.461,0.415,350.25,8.828903226
1989-11,6.179,11.718,0.749,14.524,0.13,0.137,0.084,351.49,11.11523333
1989-12,4.43,9.802,-0.807,14.058,0.764,0.659,0.66,352.85,13.38680645
1990-01,3.243,8.557,-1.939,13.891,0.969,0.358,0.575,353.8,14.7826129
1990-02,3.643,9.225,-1.795,14.143,1.03,0.42,0.713,355.04,15.57821429
1990-03,6.73,12.658,1.036,15.005,2.238,1.889,2.016,355.73,15.86674194
1990-04,9.169,15.058,3.373,15.683,0.975,0.865,0.842,356.31,14.65006667
1990-05,11.831,17.642,6.086,16.397,0.689,0.706,0.569,357.32,13.22583871
1990-06,13.893,19.786,8.167,16.995,0.72,0.739,0.647,356.34,11.64056667
1990-07,14.784,20.401,9.158,17.246,0.389,0.212,0.243,354.84,9.246612903
1990-08,14.095,19.956,8.514,17.11,0.399,0.551,0.407,353.01,6.797483871
1990-09,12.195,17.993,6.597,16.465,0.478,0.45,0.378,351.31,6.1428
1990-10,9.882,15.72,4.285,15.747,0.548,0.625,0.493,351.62,8.484935484
1990-11,6.92,12.561,1.345,14.77,0.652,0.913,0.669,353.07,11.0752
1990-12,4.425,9.935,-0.922,14.1,0.605,0.726,0.579,354.33,13.10554839
1991-01,3.195,8.506,-1.907,13.859,1.059,0.49,0.745,354.84,14.36380645
1991-02,4.044,9.774,-1.499,14.201,0.996,0.767,0.841,355.73,15.24939286
1991-03,5.574,11.411,-0.129,14.689,0.595,0.208,0.362,357.23,15.41612903
1991-04,9.226,15.123,3.414,15.716,0.959,0.858,0.871,358.66,14.85973333
1991-05,11.616,17.441,6.009,16.37,0.618,0.281,0.34,359.13,13.47312903
1991-06,14.263,19.903,8.509,17.052,0.803,0.619,0.646,358.13,12.10803333
1991-07,14.987,20.643,9.273,17.348,0.606,0.535,0.56,356.22,9.514032258
1991-08,14.319,20.036,8.61,17.163,0.511,0.415,0.426,353.87,7.415354839
1991-09,12.677,18.539,7.004,16.572,0.498,0.548,0.45,352.25,6.4729
1991-10,9.753,15.553,4.122,15.619,0.441,0.583,0.454,352.35,8.541419355
1991-11,6.44,11.862,1.121,14.607,0.615,0.385,0.433,353.81,10.8846
1991-12,4.059,9.284,-1.061,13.98,0.414,-0.078,0.146,355.12,12.94509677
1992-01,3.579,8.914,-1.655,13.961,1.482,0.877,1.144,356.25,14.64267742
1992-02,3.931,9.491,-1.595,14.181,1.117,0.498,0.793,357.11,15.46210345
1992-03,5.952,11.692,0.253,14.771,0.91,0.38,0.621,357.86,15.48112903
1992-04,8.572,14.366,2.785,15.51,0.075,-0.128,-0.046,359.09,14.6769
1992-05,11.535,17.346,5.796,16.319,0.188,0.095,0.057,359.59,13.21554839
1992-06,13.576,19.36,7.818,16.886,-0.104,-0.134,-0.195,359.33,12.14676667
1992-07,14.139,19.853,8.421,17.001,-0.28,-0.304,-0.325,357.01,10.32312903
1992-08,13.766,19.435,8.131,16.9,-0.116,-0.189,-0.19,354.94,7.925258065
1992-09,11.672,17.289,6.132,16.243,-0.297,-0.559,-0.447,352.95,7.4737
1992-10,9.353,15.152,3.676,15.419,-0.286,0.007,-0.192,353.32,9.319516129
1992-11,5.889,11.303,0.463,14.343,-0.111,-0.308,-0.224,354.32,11.37866667
1992-12,4.075,9.455,-1.063,13.902,0.64,0.337,0.441,355.57,13.4073871
1993-01,3.301,8.666,-1.919,13.896,1.074,0.529,0.771,357,14.89606452
1993-02,3.745,9.42,-1.744,14.085,1.122,0.787,0.913,357.31,15.68564286
1993-03,5.923,11.791,0.141,14.725,0.974,0.756,0.833,358.47,15.81316129
1993-04,8.69,14.585,2.823,15.482,0.205,0.248,0.212,359.27,15.0772
1993-05,11.475,17.289,5.674,16.231,0.419,0.276,0.274,360.19,13.36822581
1993-06,13.518,19.292,7.767,16.859,0.331,0.201,0.214,359.52,11.8709
1993-07,14.595,20.228,8.947,17.155,0.306,0.076,0.176,357.33,9.476354839
1993-08,13.835,19.584,8.228,16.926,0.161,0.042,0.084,355.64,7.335
1993-09,11.93,17.639,6.287,16.381,-0.102,-0.152,-0.156,354.03,6.396666667
1993-10,9.614,15.294,3.987,15.543,0.213,0.301,0.195,354.12,8.786129032
1993-11,5.738,11.091,0.363,14.41,-0.531,-0.8,-0.668,355.41,11.31873333
1993-12,4.035,9.358,-1.139,13.904,0.609,0.356,0.463,356.91,13.31896774
1994-01,3.024,8.336,-2.274,13.731,0.625,0.224,0.458,358.24,14.72977419
1994-02,2.81,8.594,-2.768,13.773,-0.394,-0.405,-0.417,358.92,15.56189286
1994-03,5.731,11.663,-0.131,14.713,0.937,0.796,0.864,359.99,15.5536129
1994-04,9.018,14.961,3.162,15.584,0.725,0.679,0.69,361.23,14.88803333
1994-05,11.684,17.582,5.682,16.348,0.625,0.658,0.63,361.65,13.6243871
1994-06,14.144,19.932,8.288,17.021,0.743,0.632,0.635,360.81,12.0164
1994-07,14.658,20.421,8.947,17.183,0.44,0.429,0.424,359.38,9.92516129
1994-08,13.977,19.808,8.274,17.036,0.388,0.383,0.353,357.46,7.639290323
1994-09,12.516,18.335,6.821,16.498,0.468,0.397,0.398,355.73,7.1376
1994-10,10.002,15.606,4.543,15.743,0.963,0.68,0.777,356.07,8.915290323
1994-11,6.788,12.2,1.311,14.754,0.871,0.666,0.768,357.53,11.1232
1994-12,4.113,9.313,-1.102,14.036,0.544,0.108,0.288,358.98,13.27187097
1995-01,3.54,8.895,-1.769,13.945,1.443,1.161,1.305,359.92,14.5863871
1995-02,4.656,10.257,-0.879,14.388,2.208,1.958,2.068,360.86,15.22567857
1995-03,5.956,11.784,0.265,14.783,1.095,0.734,0.917,361.83,15.26016129
1995-04,8.972,14.839,3.162,15.587,0.944,0.79,0.839,363.3,14.4486
1995-05,11.57,17.301,5.758,16.279,0.645,0.576,0.579,363.69,12.97206452
1995-06,14.164,20.115,8.232,17.008,0.803,0.94,0.814,363.19,11.44043333
1995-07,15.116,20.803,9.331,17.375,0.515,0.433,0.415,361.64,8.987096774
1995-08,14.636,20.409,8.808,17.297,0.769,0.88,0.808,359.12,6.744354839
1995-09,12.565,18.382,6.921,16.58,0.677,0.626,0.603,358.17,6.080133333
1995-10,10.106,15.749,4.49,15.748,1.011,0.859,0.91,357.99,7.828935484
1995-11,6.761,12.387,1.266,14.713,0.711,0.989,0.81,359.45,10.76086667
1995-12,4.123,9.396,-1.143,13.951,0.553,0.298,0.397,360.68,12.92083871
1996-01,2.862,8.351,-2.512,13.721,0.297,0.242,0.275,362.07,14.18087097
1996-02,4.012,9.769,-1.762,14.207,0.926,1.004,0.98,363.24,15.15482759
1996-03,5.524,11.411,-0.285,14.658,0.393,0.245,0.29,364.17,15.12280645
1996-04,8.679,14.471,2.717,15.541,-0.008,0.016,0.005,364.57,14.21586667
1996-05,11.588,17.437,5.792,16.272,0.659,0.558,0.56,365.13,13.09454839
1996-06,13.681,19.405,7.854,16.847,0.445,0.204,0.269,364.92,12.08383333
1996-07,14.827,20.65,9.123,17.22,0.545,0.486,0.468,363.55,10.16425806
1996-08,14.603,20.416,8.918,17.21,0.189,0.189,0.126,361.39,8.180451613
1996-09,12.294,17.974,6.711,16.444,0.195,-0.14,-0.023,359.54,7.582533333
1996-10,9.525,15.191,3.929,15.516,0.076,-0.004,0.01,359.58,9.160967742
