iso_code,year,co2,methane,nitrous_oxide,population
,1858,135.528,,,
,1859,150.543,,,
,1860,168.588,,,
,1861,175.901,,,
,1862,170.31,,,
,1863,181.057,,,
,1864,194.961,,,
,1865,206.657,,,
,1866,212.941,,,
,1867,218.668,,,
,1868,214.622,,,
,1869,225.003,,,
,1870,230.022,,,
,1871,243.759,,,
,1872,256.92,,,
,1873,266.556,,,
,1874,259.173,,,
,1875,273.792,,,
,1876,273.419,,,
,1877,278.537,,,
,1878,273.419,,,
,1879,275.236,,,
,1880,300.045,,,
,1881,315.17,,,
,1882,318.108,,,
,1883,331.167,,,
,1884,322.623,,,
,1885,319.149,,,
,1886,316.258,,,
,1887,324.381,,,
,1888,337.418,,,
,1889,349.787,,,
,1890,358.064,,,
,1891,366.51,,,
,1892,359.057,,,
,1893,321.75,,,
,1894,368.976,,,
,1895,372.841,,,
,1896,383.745,,,
,1897,394.129,,,
,1898,395.518,,,
,1899,424.313,,,
,1900,430.37,,,
,1901,420.653,,,
,1902,436.936,,,
,1903,440.783,,,
,1904,443.058,,,
,1905,449.085,,,
,1906,465.698,,,
,1907,487.598,,,
,1908,477.031,,,
,1909,481.299,,,
,1910,484.828,,,
,1911,497.52,,,
,1912,473.041,,,
,1913,518.658,,,
,1914,499.319,,,
,1915,506.856,,,
,1916,523.45,,,
,1917,510.773,,,
,1918,477.045,,,
,1919,469.014,,,
,1920,486.513,,,
,1921,331.867,,,
,1922,446.99,,,
,1923,476.042,,,
,1924,497.802,,,
,1925,472.319,,,
,1926,267.52,,,
,1927,492.148,,,
,1928,464.496,,,
,1929,490.76,,,
,1930,469.076,,,
,1931,439.383,,,
,1932,422.95,,,
,1933,418.48,,,
,1934,450.148,,,
,1935,456.648,,,
,1936,482.479,,,
,1937,499.773,,,
,1938,478.874,,,
,1939,486.304,,,
,1940,500.997,,,
,1941,481.776,,,
,1942,480.142,,,
,1943,467.325,,,
,1944,451.639,,,
,1945,428.618,,,
,1946,459.781,,,
,1947,496.622,,,
,1948,513.642,,,
,1949,523.542,,,
,1950,538.014,,,
,1951,584.573,,,
,1952,567.455,,,
,1953,578.41,,,
,1954,596.55,,,
,1955,626.251,,,
,1956,631.091,,,
,1957,630.424,,,
,1958,613.819,,,
,1959,1804.194,,,
,1960,1899.506,,,
,1961,1946.289,,,
,1962,2019.192,,,
,1963,2137.955,,,
,1964,2241.919,,,
,1965,2352.629,,,
,1966,2442.053,,,
,1967,2494.639,,,
,1968,2570.14,,,
,1969,2673.374,,,
,1970,2832.519,,,
,1971,2972.615,,,
,1972,3066.371,,,
,1973,3199.6,,,
,1974,3237.249,,,
,1975,3352.992,,,
,1976,3454.651,,,
,1977,3546.655,,,
,1978,3659.107,,,
,1979,3738.057,,,
,1980,3775.664,,,
,1981,3717.694,,,
,1982,3740.014,,,
,1983,3797.629,,,
,1984,3819.779,,,
,1985,4088.975,,,
,1986,4120.872,,,
,1987,4103.4,,,
,1988,4198.379,,,
,1989,4133.817,,,
,1990,4297.436,,,
,1991,4021.773,,,
,1992,3423.322,,,
,1993,3202.335,,,
,1994,2861.385,,,
,1995,2790.746,,,
,1996,2755.49,,,
,1997,2616.936,,,
,1998,2598.133,,,
,1999,2568.299,,,
,2000,2555.931,,,
,2001,2627.151,,,
,2002,2592.7,,,
,2003,2654.78,,,
,2004,2675.233,,,
,2005,2684.896,,,
,2006,2774.86,,,
,2007,2765.494,,,
,2008,2778.237,,,
,2009,2556.785,,,
,2010,2684.272,,,
,2011,2709.861,,,
,2012,2729.198,,,
,2013,2653,,,
,2014,2558.073,,,
,2015,2513.528,,,
,2016,2502.451,,,
,2017,2509.546,,,
,2018,2568.457,,,
,1751,0,,,
,1752,0,,,
,1753,0,,,
,1754,0,,,
,1755,0,,,
,1756,0,,,
,1757,0,,,
,1758,0,,,
,1759,0,,,
,1760,0,,,
,1761,0,,,
,1762,0,,,
,1763,0,,,
,1764,0,,,
,1765,0,,,
,1766,0,,,
,1767,0,,,
,1768,0,,,
,1769,0,,,
,1770,0,,,
,1771,0,,,
,1772,0,,,
,1773,0,,,
,1774,0,,,
,1775,0,,,
,1776,0,,,
,1777,0,,,
,1778,0,,,
,1779,0,,,
,1780,0,,,
,1781,0,,,
,1782,0,,,
,1783,0,,,
,1784,0,,,
,1785,0,,,
,1786,0,,,
,1787,0,,,
,1788,0,,,
,1789,0,,,
,1790,0,,,
,1791,0,,,
,1792,0,,,
,1793,0,,,
,1794,0,,,
,1795,0,,,
,1796,0,,,
,1797,0,,,
,1798,0,,,
,1799,0,,,
,1800,0,,,
,1801,0,,,
,1802,0,,,
,1803,0,,,
,1804,0,,,
,1805,0,,,
,1806,0,,,
,1807,0,,,
,1808,0,,,
,1809,0,,,
,1810,0,,,
,1811,0,,,
,1812,0,,,
,1813,0,,,
,1814,0,,,
,1815,0,,,
,1816,0,,,
,1817,0,,,
,1818,0,,,
,1819,0,,,
,1820,0,,,
,1821,0,,,
,1822,0,,,
,1823,0,,,
,1824,0,,,
,1825,0,,,
,1826,0,,,
,1827,0,,,
,1828,0,,,
,1829,0.011,,,
,1830,0.044,,,
,1831,0.048,,,
,1832,0.029,,,
,1833,0.037,,,
,1835,0.015,,,
,1836,0.018,,,
,1837,0.026,,,
,1838,0.051,,,
,1839,0.04,,,
,1840,0.044,,,
,1841,0.059,,,
,1842,0.073,,,
,1843,0.062,,,
,1844,0.066,,,
,1845,0.099,,,
,1846,0.099,,,
,1847,0.103,,,
,1848,0.132,,,
,1849,0.106,,,
,1850,0.366,,,
,1851,0.15,,,
,1852,0.15,,,
,1853,0.165,,,
,1854,0.234,,,
,1855,0.945,,,
,1856,0.304,,,
,1857,0.304,,,
,1858,1.381,,,
,1859,1.557,,,
,1860,1.993,,,
,1861,2.576,,,
,1862,2.393,,,
,1863,2.459,,,
,1864,2.876,,,
,1865,2.913,,,
,1866,6.72,,,
,1867,7.617,,,
,1868,6.665,,,
,1869,8.435,,,
,1870,9.274,,,
,1871,12.179,,,
,1872,12.666,,,
,1873,11.974,,,
,1874,14.216,,,
,1875,16.382,,,
,1876,19.877,,,
,1877,20.474,,,
,1878,25.754,,,
,1879,26.509,,,
,1880,30.979,,,
,1881,32.412,,,
,1882,34.273,,,
,1883,38.868,,,
,1884,39.498,,,
,1885,43.041,,,
,1886,44.016,,,
,1887,46.463,,,
,1888,48.607,,,
,1889,52.666,,,
,1890,59.291,,,
,1891,65.769,,,
,1892,69.275,,,
,1893,79.648,,,
,1894,82.352,,,
,1895,94.018,,,
,1896,96.052,,,
,1897,110.239,,,
,1898,123.125,,,
,1899,142.574,,,
,1900,161.08,,,
,1901,164.411,,,
,1902,159.479,,,
,1903,156.728,,,
,1904,173.424,,,
,1905,156.339,,,
,1906,177.653,,,
,1907,199.186,,,
,1908,201.359,,,
,1909,211.867,,,
,1910,207.954,,,
,1911,216.121,,,
,1912,243.656,,,
,1913,266.387,,,
,1914,238.204,,,
,1915,221.203,,,
,1916,233.624,,,
,1917,209.54,,,
,1918,89.933,,,
,1919,80.989,,,
,1920,78.604,,,
,1921,79.414,,,
,1922,100.907,,,
,1923,111.884,,,
,1924,129.922,,,
,1925,129.358,,,
,1926,175.74,,,
,1927,217.612,,,
,1928,240.362,,,
,1929,260.019,,,
,1930,340.602,,,
,1931,402.714,,,
,1932,450.174,,,
,1933,499.198,,,
,1934,598.939,,,
,1935,675.004,,,
,1936,771.122,,,
,1937,790.816,,,
,1938,831.204,,,
,1939,844.977,,,
,1940,998.293,,,
,1941,866.422,,,
,1942,599.167,,,
,1943,763.032,,,
,1944,712.527,,,
,1945,755.187,,,
,1946,859.999,,,
,1947,1042.463,,,
,1948,1109.756,,,
,1949,1256.675,,,
,1950,1395.57,,,
,1951,1511.521,,,
,1952,1615.106,,,
,1953,1705.75,,,
,1954,1864.965,,,
,1955,2114.615,,,
,1956,2321.17,,,
,1957,2537.661,,,
,1958,2702.478,,,
,1959,1257.588,,,
,1960,1315.486,,,
,1961,1357.674,,,
,1962,1426.261,,,
,1963,1534.569,,,
,1964,1634.053,,,
,1965,1730.518,,,
,1966,1823.979,,,
,1967,1902.582,,,
,1968,1963.652,,,
,1969,2044.991,,,
,1970,2179.941,,,
,1971,2312.226,,,
,1972,2418.345,,,
,1973,2540.023,,,
,1974,2620.065,,,
,1975,2749.745,,,
,1976,2856.124,,,
,1977,2942.293,,,
,1978,3054.393,,,
,1979,3093.544,,,
,1980,3196.628,,,
,1981,3157.139,,,
,1982,3191.773,,,
,1983,3252.143,,,
,1984,3290.67,,,
,1985,3529.347,,,
,1986,3552.317,,,
,1987,3531.731,,,
,1988,3628.084,,,
,1989,3552.24,,,
,1990,3696.663,,,
,1991,3413.152,,,
,1992,2830.228,,,
,1993,2623.299,,,
,1994,2286.218,,,
,1995,2224.088,,,
,1996,2167.12,,,
,1997,2054.637,,,
,1998,2030.683,,,
,1999,2007.8,,,
,2000,1988.745,,,
,2001,2051.162,,,
,2002,2032.644,,,
,2003,2083.26,,,
,2004,2102.225,,,
,2005,2115.197,,,
,2006,2207.624,,,
,2007,2206.536,,,
,2008,2233.696,,,
,2009,2062.72,,,
,2010,2172.441,,,
,2011,2240.252,,,
,2012,2241.564,,,
,2013,2175.249,,,
,2014,2119.198,,,
,2015,2091.115,,,
,2016,2102.613,,,
,2017,2122.159,,,
,2018,2189.417,,,
FRO,1950,0.04,,,32000
FRO,1951,0.04,,,32000
FRO,1952,0.055,,,32000
FRO,1953,0.084,,,32000
FRO,1954,0.077,,,32000
FRO,1955,0.099,,,32000
FRO,1956,0.114,,,33000
FRO,1957,0.095,,,33000
FRO,1958,0.117,,,34000
FRO,1959,0.099,,,34000
FRO,1960,0.059,,,35000
FRO,1961,0.114,,,35000
FRO,1962,0.117,,,36000
FRO,1963,0.125,,,36000
FRO,1964,0.121,,,36000
FRO,1965,0.136,,,37000
FRO,1966,0.139,,,37000
FRO,1967,0.169,,,38000
FRO,1968,0.183,,,38000
FRO,1969,0.213,,,39000
FRO,1970,0.256,,,39000
FRO,1971,0.26,,,39000
FRO,1972,0.234,,,40000
FRO,1973,0.253,,,40000
FRO,1974,0.3,,,41000
FRO,1975,0.348,,,41000
FRO,1976,0.33,,,42000
FRO,1977,0.407,,,42000
FRO,1978,0.399,,,43000
FRO,1979,0.48,,,43000
FRO,1980,0.421,,,43000
FRO,1981,0.44,,,44000
FRO,1982,0.458,,,44000
FRO,1983,0.487,,,44000
FRO,1984,0.498,,,45000
FRO,1985,0.517,,,45000
FRO,1986,0.491,,,46000
FRO,1987,0.498,,,46000
FRO,1988,0.528,,,47000
FRO,1989,0.579,,,47000
FRO,1990,0.703,,,47000
FRO,1991,0.656,,,47000
FRO,1992,0.649,,,47000
FRO,1993,0.583,,,46000
FRO,1994,0.575,,,46000
FRO,1995,0.572,,,46000
FRO,1996,0.601,,,46000
FRO,1997,0.59,,,46000
FRO,1998,0.623,,,46000
FRO,1999,0.63,,,46000
FRO,2000,0.689,,,47000
FRO,2001,0.762,,,47000
FRO,2002,0.725,,,47000
FRO,2003,0.733,,,47000
FRO,2004,0.747,,,48000
FRO,2005,0.722,,,48000
FRO,2006,0.678,,,48000
FRO,2007,0.689,,,48000
FRO,2008,0.63,,,48000
FRO,2009,0.575,,,48000
FRO,2010,0.63,,,48000
FRO,2011,0.568,,,48000
FRO,2012,0.59,,,48000
FRO,2013,0.678,,,48000
FRO,2014,0.597,,,48000
FRO,2015,0.608,,,48000
FRO,2016,0.63,,,48000
FRO,2017,0.648,,,48000
FRO,2018,0.633,,,48000
FLK,1950,0.275,,,2000
FLK,1951,0.355,,,2000
FLK,1952,0.253,,,2000
FLK,1953,0.103,,,2000
FLK,1954,0.293,,,2000
FLK,1955,0.3,,,2000
FLK,1956,0.311,,,2000
FLK,1957,0.311,,,2000
FLK,1958,0.366,,,2000
FLK,1959,0.103,,,2000
FLK,1960,0.194,,,2000
FLK,1961,0.154,,,2000
FLK,1962,0.048,,,2000
FLK,1963,0.048,,,2000
FLK,1964,0.011,,,2000
FLK,1965,0.011,,,2000
FLK,1966,0.011,,,2000
FLK,1967,0.018,,,2000
FLK,1970,0.011,,,2000
FLK,1971,0.011,,,2000
FLK,1972,0.011,,,2000
FLK,1973,0.015,,,2000
FLK,1974,0.015,,,2000
FLK,1975,0.015,,,2000
FLK,1976,0.015,,,2000
FLK,1977,0.015,,,2000
FLK,1978,0.015,,,2000
FLK,1979,0.015,,,2000
FLK,1980,0.015,,,2000
FLK,1981,0.026,,,2000
FLK,1982,0.022,,,2000
FLK,1983,0.022,,,2000
FLK,1984,0.026,,,2000
FLK,1985,0.029,,,2000
FLK,1986,0.033,,,2000
FLK,1987,0.037,,,2000
FLK,1988,0.04,,,2000
FLK,1989,0.04,,,2000
FLK,1990,0.04,,,2000
FLK,1991,0.04,,,2000
FLK,1992,0.04,,,2000
FLK,1993,0.04,,,2000
FLK,1994,0.04,,,2000
FLK,1995,0.044,,,3000
FLK,1996,0.044,,,3000
FLK,1997,0.048,,,3000
FLK,1998,0.037,,,3000
FLK,1999,0.037,,,3000
FLK,2000,0.037,,,3000
FLK,2001,0.044,,,3000
FLK,2002,0.044,,,3000
FLK,2003,0.048,,,3000
FLK,2004,0.051,,,3000
FLK,2005,0.051,,,3000
FLK,2006,0.059,,,3000
FLK,2007,0.059,,,3000
FLK,2008,0.059,,,3000
FLK,2009,0.059,,,3000
FLK,2010,0.055,,,3000
FLK,2011,0.055,,,3000
FLK,2012,0.055,,,3000
FLK,2013,0.055,,,3000
FLK,2014,0.055,,,3000
FJI,1950,0.121,,,289000
FJI,1951,0.132,,,296000
FJI,1952,0.158,,,305000
FJI,1953,0.169,,,314000
FJI,1954,0.158,,,325000
FJI,1955,0.172,,,335000
FJI,1956,0.194,,,346000
FJI,1957,0.165,,,357000
FJI,1958,0.176,,,368000
FJI,1959,0.198,,,381000
FJI,1960,0.194,,,393000
FJI,1961,0.169,,,407000
FJI,1962,0.231,,,422000
FJI,1963,0.242,,,436000
FJI,1964,0.425,,,451000
FJI,1965,0.344,,,464000
FJI,1966,0.322,,,476000
FJI,1967,0.355,,,488000
FJI,1968,0.396,,,499000
FJI,1969,0.432,,,510000
FJI,1970,0.52,,,521000
FJI,1971,0.549,,,532000
FJI,1972,0.579,,,543000
FJI,1973,0.63,,,554000
FJI,1974,0.67,,,565000
FJI,1975,0.623,,,577000
FJI,1976,0.483,,,588000
FJI,1977,0.765,,,598000
FJI,1978,0.709,,,609000
FJI,1979,0.836,,,622000
FJI,1980,0.792,,,635000
FJI,1981,1.077,,,651000
FJI,1982,0.835,,,668000
FJI,1983,0.709,,,685000
FJI,1984,0.577,,,700000
FJI,1985,0.573,,,712000
FJI,1986,0.598,,,719000
FJI,1987,0.472,,,722000
FJI,1988,0.55,,,723000
FJI,1989,0.625,,,725000
FJI,1990,0.806,0.76,0.35,729000
FJI,1991,0.663,0.78,0.34,735000
FJI,1992,0.74,0.79,0.34,744000
FJI,1993,0.744,0.84,0.37,755000
FJI,1994,0.739,0.87,0.38,766000
FJI,1995,0.754,0.9,0.41,775000
FJI,1996,0.813,0.89,0.4,784000
FJI,1997,0.782,0.9,0.41,793000
FJI,1998,0.761,0.89,0.4,800000
FJI,1999,0.775,0.86,0.37,806000
FJI,2000,0.834,0.87,0.35,811000
FJI,2001,1.046,0.88,0.37,814000
FJI,2002,0.879,0.85,0.38,815000
FJI,2003,1.036,0.87,0.35,816000
FJI,2004,1.34,0.86,0.38,818000
FJI,2005,1.081,0.86,0.37,822000
FJI,2006,1.201,0.85,0.35,828000
FJI,2007,1.141,0.85,0.35,836000
FJI,2008,0.878,0.85,0.37,845000
FJI,2009,0.779,0.89,0.36,854000
FJI,2010,1.201,0.83,0.34,860000
FJI,2011,1.068,0.87,0.34,863000
FJI,2012,1.041,0.92,0.35,865000
FJI,2013,1.316,0.97,0.35,866000
FJI,2014,1.623,1.07,0.36,866000
FJI,2015,2.13,1.13,0.39,869000
FJI,2016,2.019,1.09,0.36,872000
FJI,2017,2.07,,,877000
FJI,2018,2.125,,,883000
FIN,1860,0.037,,,1734253
FIN,1861,0.073,,,1741784
FIN,1862,0.073,,,1750219
FIN,1863,0.077,,,1759512
FIN,1864,0.048,,,1769518
FIN,1865,0.062,,,1780287
FIN,1866,0.07,,,1791961
FIN,1867,0.062,,,1804587
FIN,1868,0.088,,,1817928
FIN,1869,0.07,,,1832174
FIN,1870,0.092,,,1847467
FIN,1871,0.114,,,1863380
FIN,1872,0.092,,,1879769
FIN,1873,0.088,,,1889842
FIN,1874,0.125,,,1906534
FIN,1875,0.084,,,1923964
FIN,1876,0.095,,,1942657
FIN,1877,0.114,,,1959015
FIN,1878,0.128,,,1987849
FIN,1879,0.077,,,2017565
FIN,1880,0.099,,,2047576
FIN,1881,0.099,,,2076167
FIN,1882,0.121,,,2106711
FIN,1883,0.117,,,2137723
FIN,1884,0.143,,,2167729
FIN,1885,0.22,,,2199356
FIN,1886,0.128,,,2232984
FIN,1887,0.128,,,2264486
FIN,1888,0.121,,,2294680
FIN,1889,0.161,,,2329330
FIN,1890,0.209,,,2358342
FIN,1891,0.22,,,2387446
FIN,1892,0.194,,,2417005
FIN,1893,0.194,,,2447018
FIN,1894,0.22,,,2476850
FIN,1895,0.234,,,2505500
FIN,1896,0.297,,,2533059
FIN,1897,0.517,,,2559618
FIN,1898,0.487,,,2582813
FIN,1899,0.736,,,2610555
FIN,1900,0.601,,,2633387
FIN,1901,0.421,,,2661129
FIN,1902,0.399,,,2689730
FIN,1903,0.513,,,2715522
FIN,1904,0.528,,,2741870
FIN,1905,0.586,,,2769997
FIN,1906,0.616,,,2799124
FIN,1907,0.887,,,2826785
FIN,1908,1.407,,,2860202
FIN,1909,1.282,,,2895020
FIN,1910,1.063,,,2930438
FIN,1911,1.315,,,2963656
FIN,1912,1.484,,,2996341
FIN,1913,1.663,,,3026692
FIN,1914,0.689,,,3055043
FIN,1915,0.106,,,3081060
FIN,1916,0.18,,,3104743
FIN,1917,0.121,,,3118758
FIN,1918,0.073,,,3122755
FIN,1919,0.238,,,3125756
FIN,1920,0.275,,,3140760
FIN,1921,0.282,,,3171767
FIN,1922,0.711,,,3208443
FIN,1923,1.477,,,3242451
FIN,1924,1.744,,,3273792
FIN,1925,1.711,,,3305799
FIN,1926,1.598,,,3337807
FIN,1927,2.851,,,3368481
FIN,1928,3.129,,,3396821
FIN,1929,3.353,,,3423828
FIN,1930,2.649,,,3450501
FIN,1931,3.012,,,3476841
FIN,1932,3.023,,,3502514
FIN,1933,3.224,,,3526853
FIN,1934,3.953,,,3551192
FIN,1935,3.517,,,3576198
FIN,1936,4.965,,,3601871
FIN,1937,6.782,,,3628544
FIN,1938,5.698,,,3656884
FIN,1939,4.873,,,3680890
FIN,1940,2.316,,,3696227
FIN,1941,3.246,,,3703562
FIN,1942,2.81,,,3711231
FIN,1943,3.946,,,3722233
FIN,1944,2.726,,,3738904
FIN,1945,0.641,,,3767244
FIN,1946,3.283,,,3808588
FIN,1947,5.452,,,3859933
FIN,1948,8.46,,,3912279
FIN,1949,4.935,,,3962293
FIN,1950,6.548,,,4008000
FIN,1951,7.98,,,4050000
FIN,1952,8.658,,,4097000
FIN,1953,7.57,,,4144000
FIN,1954,9.156,,,4192000
FIN,1955,10.93,,,4238000
FIN,1956,12.172,,,4282000
FIN,1957,12.245,,,4324000
FIN,1958,10.611,,,4363000
FIN,1959,13.556,,,4400000
FIN,1960,15.087,,,4435000
FIN,1961,14.922,,,4468000
FIN,1962,16.79,,,4499000
FIN,1963,19.336,,,4527000
FIN,1964,22.828,,,4550000
FIN,1965,25.3,,,4569000
FIN,1966,29.489,,,4581000
FIN,1967,28.588,,,4589000
FIN,1968,33.281,,,4594000
FIN,1969,37.897,,,4601000
FIN,1970,40.355,,,4612000
FIN,1971,40.537,,,4629000
FIN,1972,44.106,,,4651000
FIN,1973,49.32,,,4675000
FIN,1974,46.608,,,4699000
FIN,1975,46.026,,,4719000
FIN,1976,51.199,,,4734000
FIN,1977,50.137,,,4747000
FIN,1978,51.825,,,4758000
FIN,1979,54.237,,,4771000
FIN,1980,58.139,,,4788000
FIN,1981,51.404,,,4810000
FIN,1982,42.977,,,4835000
FIN,1983,41.464,,,4862000
FIN,1984,42.147,,,4888000
FIN,1985,49.549,,,4911000
FIN,1986,53.215,,,4930000
FIN,1987,57.534,,,4946000
FIN,1988,52.058,,,4961000
FIN,1989,52.448,,,4977000
FIN,1990,56.972,8.35,6.56,4996000
FIN,1991,55.23,8.26,5.99,5019000
FIN,1992,54.286,8.19,5.82,5045000
FIN,1993,56.353,8.15,5.92,5072000
FIN,1994,61.716,8.05,6.09,5097000
FIN,1995,58.145,7.83,6.07,5119000
FIN,1996,64.062,7.72,6.07,5137000
FIN,1997,62.723,7.57,6.1,5152000
FIN,1998,59.373,7.3,5.94,5164000
FIN,1999,58.895,7.1,5.89,5176000
FIN,2000,57.038,6.76,5.88,5188000
FIN,2001,62.536,6.58,5.8,5200000
FIN,2002,65.06,6.29,5.98,5213000
FIN,2003,72.658,6.07,5.99,5227000
FIN,2004,68.961,5.78,6.12,5242000
FIN,2005,57.043,5.49,6.33,5259000
FIN,2006,68.384,5.59,5.99,5277000
FIN,2007,66.76,5.37,6.18,5298000
FIN,2008,58.612,5.26,6.5,5319000
FIN,2009,55.923,5.14,5.38,5342000
FIN,2010,64.097,5.15,5.04,5366000
FIN,2011,56.579,5.01,4.58,5390000
FIN,2012,51.222,4.94,4.58,5415000
FIN,2013,51.757,4.81,4.66,5439000
FIN,2014,47.657,4.68,4.7,5461000
FIN,2015,44.124,4.61,4.68,5481000
FIN,2016,47.241,4.49,4.64,5498000
FIN,2017,44.705,,,5511000
FIN,2018,46.989,,,5523000
FRA,1802,2.239,,,29539312
FRA,1804,2.176,,,29724666
FRA,1810,2.121,,,30293172
FRA,1811,2.052,,,30393404
FRA,1812,2.217,,,30499974
FRA,1813,2.048,,,30612624
FRA,1814,2.092,,,30731442
FRA,1815,2.341,,,30856458
FRA,1816,2.499,,,30985992
FRA,1817,2.66,,,31120080
FRA,1818,2.382,,,31258752
FRA,1819,2.557,,,31402044
FRA,1820,2.902,,,31549988
FRA,1821,3.012,,,31700048
FRA,1822,3.169,,,31853160
FRA,1823,3.169,,,32007456
FRA,1824,3.517,,,32163920
FRA,1825,3.957,,,32322538
FRA,1826,4.089,,,32485056
FRA,1827,5.91,,,32651510
FRA,1828,6.243,,,32821932
FRA,1829,6.075,,,32996352
FRA,1830,6.551,,,33174810
FRA,1831,6.053,,,33356190
FRA,1832,6.679,,,33535144
FRA,1833,7.247,,,33711000
FRA,1834,8.922,,,33884048
FRA,1835,9.259,,,34054192
FRA,1836,10.637,,,34219856
FRA,1837,11.351,,,34382760
FRA,1838,11.868,,,34542856
FRA,1839,11.571,,,34700096
FRA,1840,11.798,,,34854476
FRA,1841,13.821,,,35005856
FRA,1842,14.528,,,35156808
FRA,1843,14.55,,,35306380
FRA,1844,15.261,,,35456428
FRA,1845,17.836,,,35606000
FRA,1846,18.529,,,35751712
FRA,1847,20.841,,,35891808
FRA,1848,16.69,,,36026240
FRA,1849,17.386,,,36154952
FRA,1850,19.617,,,36277904
FRA,1851,20.038,,,36397736
FRA,1852,21.57,,,36516192
FRA,1853,25.34,,,36636136
FRA,1854,29.213,,,36755612
FRA,1855,33.071,,,36875048
FRA,1856,34.632,,,36989680
FRA,1857,35.281,,,37105320
FRA,1858,34.595,,,37219540
FRA,1859,34.991,,,37354248
FRA,1860,38.131,,,37461340
FRA,1861,41.242,,,37528424
FRA,1862,43.525,,,37586888
FRA,1863,44.188,,,37649072
FRA,1864,46.83,,,37712548
FRA,1865,49.303,,,37778268
FRA,1866,53.56,,,37846184
FRA,1867,54.278,,,37919724
FRA,1868,55.532,,,37999324
FRA,1869,56.942,,,38083024
FRA,1870,50.538,,,38170352
FRA,1871,50.263,,,38261788
FRA,1872,60.925,,,38355896
FRA,1873,65.849,,,38432200
FRA,1874,62.643,,,38518440
FRA,1875,65.26,,,38604528
FRA,1876,65.358,,,38692944
FRA,1877,63.926,,,38738812
FRA,1878,65.223,,,38797148
FRA,1879,67.498,,,38883808
FRA,1880,76.149,,,39014052
FRA,1881,77.985,,,39174316
FRA,1882,82.308,,,39306480
FRA,1883,86.32,,,39427512
FRA,1884,82.913,,,39566808
FRA,1885,79.714,,,39662136
FRA,1886,79.073,,,39746996
FRA,1887,83.29,,,39853876
FRA,1888,86.654,,,39916880
FRA,1889,88.797,,,39971424
FRA,1890,97.818,,,40015500
FRA,1891,97.983,,,40058668
FRA,1892,98.122,,,40104664
FRA,1893,96.33,,,40159220
FRA,1894,101.9,,,40217604
FRA,1895,102.775,,,40273076
FRA,1896,106.282,,,40331468
FRA,1897,111.261,,,40399332
FRA,1898,115.046,,,40472940
FRA,1899,120.3,,,40551288
FRA,1900,129.277,,,40628636
FRA,1901,125.005,,,40706904
FRA,1902,117.662,,,40789608
FRA,1903,129.343,,,40843224
FRA,1904,125.998,,,40900292
FRA,1905,127.427,,,40958592
FRA,1906,136.568,,,41025020
FRA,1907,145.596,,,41066652
FRA,1908,146.714,,,41135004
FRA,1909,150.096,,,41209572
FRA,1910,150.612,,,41294568
FRA,1911,156.907,,,41383848
FRA,1912,158.578,,,41465112
FRA,1913,171.112,,,41523004
FRA,1914,118.351,,,41231120
FRA,1915,103.233,,,40705028
FRA,1916,109.689,,,39975432
FRA,1917,121.604,,,39328984
FRA,1918,108.451,,,38932952
FRA,1919,116.141,,,38836732
FRA,1920,151.778,,,39069936
FRA,1921,137.909,,,39310488
FRA,1922,163.151,,,39604500
FRA,1923,184.189,,,39961988
FRA,1924,206.635,,,40359568
FRA,1925,213.827,,,40690332
FRA,1926,213.732,,,40900816
FRA,1927,213.04,,,41047820
FRA,1928,211.636,,,41168096
FRA,1929,234.305,,,41391944
FRA,1930,237.654,,,41662568
FRA,1931,217.513,,,41873056
FRA,1932,191.796,,,41966604
FRA,1933,199.406,,,41996672
FRA,1934,201.37,,,42023400
FRA,1935,195.39,,,42030080
FRA,1936,198.098,,,42023400
FRA,1937,217.722,,,42030080
FRA,1938,201.798,,,42026740
FRA,1939,194.617,,,41716024
FRA,1940,137.737,,,40927544
FRA,1941,119.923,,,40092288
FRA,1942,122.506,,,39424084
FRA,1943,125.258,,,39190212
FRA,1944,79.992,,,39290440
FRA,1945,107.172,,,39721432
FRA,1946,165.254,,,40316136
FRA,1947,183.64,,,40787220
FRA,1948,196.522,,,41184804
FRA,1949,229.077,,,41569624
FRA,1950,202.308,,,41834000
FRA,1951,228.762,,,42031000
FRA,1952,227.021,,,42316000
FRA,1953,214.586,,,42655000
FRA,1954,226.391,,,43025000
FRA,1955,239.025,,,43411000
FRA,1956,268.546,,,43809000
FRA,1957,277.548,,,44221000
FRA,1958,266.208,,,44659000
FRA,1959,262.289,,,45138000
FRA,1960,271.361,,,45673000
FRA,1961,281.373,,,46267000
FRA,1962,298.867,,,46907000
FRA,1963,334.226,,,47561000
FRA,1964,345.538,,,48184000
FRA,1965,352.112,,,48747000
FRA,1966,347.605,,,49233000
FRA,1967,372.475,,,49651000
FRA,1968,385.101,,,50025000
FRA,1969,413.759,,,50387000
FRA,1970,439.625,,,50764000
FRA,1971,463.131,,,51163000
FRA,1972,481.588,,,51573000
FRA,1973,517.542,,,51980000
FRA,1974,499.968,,,52357000
FRA,1975,447.748,,,52689000
FRA,1976,506.615,,,52969000
FRA,1977,481.908,,,53209000
FRA,1978,506.741,,,53423000
FRA,1979,530.281,,,53637000
FRA,1980,506.084,,,53868000
FRA,1981,455.491,,,54121000
FRA,1982,437.888,,,54391000
FRA,1983,423.828,,,54675000
FRA,1984,407.177,,,54965000
FRA,1985,402.321,,,55255000
FRA,1986,387.274,,,55545000
